,engine
1280,875 ליטר בנזין
1281,2487 ליטר בנזין
1282,1999 ליטר בנזין
1283,חשמלי
1284,1197 ליטר בנזין
1285,1598 ליטר בנזין
1286,1591 ליטר בנזין
1287,1798 ליטר בנזין
1288,1560 ליטר דיזל
1289,1498 ליטר בנזין
1290,1198 ליטר בנזין
1291,1199 ליטר בנזין
1292,1999 ליטר דיזל
1293,1598 ליטר בנזין
1294,1591 ליטר בנזין
1295,1968 ליטר דיזל
1296,1998 ליטר בנזין
1297,1399 ליטר בנזין
1298,2996 ליטר חשמל/בנזין
1299,1998 ליטר בנזין
1300,1498 ליטר בנזין
1301,1499 ליטר דיזל
1302,1995 ליטר בנזין
1303,2999 ליטר דיזל
1304,2487 ליטר בנזין
1305,1999 ליטר בנזין
1306,1898 ליטר דיזל
1307,1998 ליטר בנזין
1308,1461 ליטר דיזל
1309,1998 ליטר בנזין
1310,1461 ליטר דיזל
1311,1591 ליטר בנזין
1312,1395 ליטר בנזין
1313,1395 ליטר בנזין
1314,1998 ליטר בנזין
1315,1968 ליטר דיזל
1316,1373 ליטר בנזין
1317,1998 ליטר בנזין
1318,1998 ליטר בנזין
1319,1997 ליטר בנזין
1320,1248 ליטר בנזין
1321,1798 ליטר בנזין
1322,1499 ליטר חשמל/בנזין
1323,998 ליטר בנזין
1324,1362 ליטר בנזין
1325,1373 ליטר בנזין
1326,1395 ליטר בנזין
1327,1498 ליטר בנזין
1328,1329 ליטר בנזין
1329,1598 ליטר בנזין
1330,1798 ליטר בנזין
1331,1998 ליטר בנזין
1332,1248 ליטר בנזין
1333,6162 ליטר בנזין
1334,1969 ליטר בנזין
1335,1395 ליטר בנזין
1336,1598 ליטר בנזין
1337,1248 ליטר בנזין
1338,1798 ליטר בנזין
1339,1580 ליטר חשמל/בנזין
1340,1999 ליטר בנזין
1341,1798 ליטר בנזין
1342,2488 ליטר בנזין
1343,1798 ליטר בנזין
1344,2925 ליטר דיזל
1345,1498 ליטר בנזין
1346,1248 ליטר בנזין
1347,1999 ליטר בנזין
1348,1580 ליטר בנזין
1349,1591 ליטר בנזין
1350,1798 ליטר בנזין
1351,1362 ליטר בנזין
1352,1242 ליטר בנזין
1353,חשמלי
1354,1998 ליטר בנזין
1355,1598 ליטר בנזין
1356,1998 ליטר בנזין
1357,1462 ליטר בנזין
1358,1598 ליטר בנזין
1359,1461 ליטר דיזל
1360,1998 ליטר בנזין
1361,1598 ליטר בנזין
1362,1591 ליטר בנזין
1363,1998 ליטר בנזין
1364,1499 ליטר בנזין
1365,1498 ליטר בנזין
1366,1199 ליטר בנזין
1367,1595 ליטר בנזין
1368,חשמלי
1369,1998 ליטר בנזין
1370,1373 ליטר בנזין
1371,1998 ליטר בנזין
1372,1332 ליטר בנזין
1373,1580 ליטר חשמל/בנזין
1374,1998 ליטר בנזין
1375,1396 ליטר בנזין
1376,2925 ליטר דיזל
1377,חשמלי
1378,1798 ליטר בנזין
1379,1332 ליטר בנזין
1380,1798 ליטר בנזין
1381,1998 ליטר בנזין
1382,1598 ליטר דיזל
1383,1999 ליטר בנזין
1384,3497 ליטר בנזין
1385,1798 ליטר בנזין
1386,1498 ליטר בנזין
1387,1499 ליטר דיזל
1388,2755 ליטר דיזל
1389,998 ליטר בנזין
1390,1332 ליטר בנזין
1391,998 ליטר בנזין
1392,1395 ליטר בנזין
1393,1499 ליטר דיזל
1394,חשמלי
1395,1798 ליטר בנזין
1396,1395 ליטר בנזין
1397,חשמלי
1398,1580 ליטר בנזין
1399,1580 ליטר בנזין
1400,1499 ליטר בנזין
1401,2498 ליטר בנזין
1402,1991 ליטר בנזין
1403,2359 ליטר בנזין
1404,998 ליטר בנזין
1405,1586 ליטר בנזין
1406,1998 ליטר בנזין
1407,1591 ליטר בנזין
1408,1798 ליטר בנזין
1409,1991 ליטר בנזין
1410,1248 ליטר בנזין
1411,1991 ליטר דיזל
1412,1998 ליטר בנזין
1413,1197 ליטר בנזין
1414,1968 ליטר דיזל
1415,1498 ליטר בנזין
1416,1498 ליטר בנזין
1417,1248 ליטר בנזין
1418,1328 ליטר בנזין
1419,1248 ליטר בנזין
1420,1353 ליטר בנזין
1421,1197 ליטר בנזין
1422,1248 ליטר בנזין
1423,2499 ליטר דיזל
1424,1998 ליטר בנזין
1425,1998 ליטר חשמל/בנזין
1426,1248 ליטר בנזין
1427,999 ליטר בנזין
1428,1580 ליטר בנזין
1429,1560 ליטר דיזל
1430,1598 ליטר בנזין
1431,1998 ליטר חשמל/בנזין
1432,999 ליטר בנזין
1433,1368 ליטר בנזין
1434,1591 ליטר בנזין
1435,999 ליטר בנזין
1436,חשמלי
1437,1248 ליטר דיזל
1438,1598 ליטר בנזין
1439,1461 ליטר דיזל
1440,1968 ליטר דיזל
1441,1799 ליטר בנזין
1442,1789 ליטר בנזין
1443,1498 ליטר בנזין
1444,1998 ליטר בנזין
1445,1591 ליטר בנזין
1446,1197 ליטר בנזין
1447,1197 ליטר בנזין
1448,1395 ליטר בנזין
1449,1999 ליטר בנזין
1450,1499 ליטר בנזין
1451,1248 ליטר בנזין
1452,1591 ליטר בנזין
1453,1968 ליטר דיזל
1454,1498 ליטר בנזין
1455,1598 ליטר בנזין
1456,2384 ליטר בנזין
1457,1498 ליטר בנזין
1458,1395 ליטר בנזין
1459,1798 ליטר בנזין
1460,1399 ליטר בנזין
1461,1598 ליטר בנזין
1462,998 ליטר בנזין
1463,1600 ליטר בנזין
1464,1499 ליטר דיזל
1465,1591 ליטר בנזין
1466,1499 ליטר דיזל
1467,1498 ליטר בנזין
1468,1582 ליטר דיזל
1469,1395 ליטר חשמל/בנזין
1470,1995 ליטר בנזין
1471,1499 ליטר דיזל
1472,1248 ליטר בנזין
1473,1199 ליטר בנזין
1474,1197 ליטר בנזין
1475,1580 ליטר בנזין
1476,898 ליטר בנזין
1477,1499 ליטר בנזין
1478,3604 ליטר בנזין
1479,1997 ליטר דיזל
1480,1395 ליטר בנזין
1481,1999 ליטר בנזין
1482,1498 ליטר בנזין
1483,1998 ליטר בנזין
1484,1998 ליטר חשמל/בנזין
1485,1248 ליטר בנזין
1486,2755 ליטר דיזל
1487,חשמלי
1488,1998 ליטר בנזין
1489,1499 ליטר בנזין
1490,1332 ליטר בנזין
1491,1390 ליטר בנזין
1492,1580 ליטר בנזין
1493,999 ליטר בנזין
1494,1997 ליטר בנזין
1495,1332 ליטר בנזין
1496,1998 ליטר בנזין
1497,1999 ליטר בנזין
1498,1598 ליטר בנזין
1499,1798 ליטר בנזין
1500,1462 ליטר בנזין
1501,1999 ליטר בנזין
1502,חשמלי
1503,1998 ליטר בנזין
1504,1362 ליטר בנזין
1505,1591 ליטר בנזין
1506,1984 ליטר בנזין
1507,1197 ליטר בנזין
1508,חשמלי
1509,1968 ליטר דיזל
1510,1998 ליטר בנזין
1511,1995 ליטר בנזין
1512,1995 ליטר בנזין
1513,חשמלי
1514,1999 ליטר בנזין
1515,1498 ליטר בנזין
1516,1998 ליטר בנזין
1517,1999 ליטר בנזין
1518,996 ליטר בנזין
1519,1998 ליטר בנזין
1520,1560 ליטר דיזל
1521,2967 ליטר חשמל/דיזל
1522,1598 ליטר בנזין
1523,1498 ליטר בנזין
1524,1332 ליטר בנזין
1525,1591 ליטר בנזין
1526,999 ליטר בנזין
1527,3604 ליטר בנזין
1528,1998 ליטר בנזין
1529,1999 ליטר בנזין
1530,1999 ליטר בנזין
1531,1362 ליטר בנזין
1532,998 ליטר בנזין
1533,1991 ליטר חשמל/בנזין
1534,999 ליטר בנזין
1535,1318 ליטר בנזין
1536,1332 ליטר בנזין
1537,1461 ליטר דיזל
1538,2925 ליטר דיזל
1539,1242 ליטר בנזין
1540,1197 ליטר בנזין
1541,1598 ליטר בנזין
1542,1490 ליטר בנזין
1543,1987 ליטר בנזין
1544,1498 ליטר בנזין
1545,1999 ליטר בנזין
1546,1199 ליטר בנזין
1547,1998 ליטר בנזין
1548,1999 ליטר בנזין
1549,1999 ליטר בנזין
1550,1991 ליטר בנזין
1551,1998 ליטר בנזין
1552,1199 ליטר בנזין
1553,2953 ליטר בנזין
1554,1497 ליטר בנזין
1555,3564 ליטר בנזין
1556,999 ליטר בנזין
1557,998 ליטר בנזין
1558,1591 ליטר בנזין
1559,1999 ליטר בנזין
1560,999 ליטר בנזין
1561,1598 ליטר בנזין
1562,1591 ליטר בנזין
1563,1798 ליטר בנזין
1564,1999 ליטר בנזין
1565,1995 ליטר דיזל
1566,1587 ליטר בנזין
1567,1999 ליטר בנזין
1568,1999 ליטר בנזין
1569,2488 ליטר בנזין
1570,1395 ליטר בנזין
1571,1998 ליטר בנזין
1572,1998 ליטר בנזין
1573,1591 ליטר בנזין
1574,1991 ליטר חשמל/בנזין
1575,1598 ליטר בנזין
1576,1496 ליטר בנזין
1577,1998 ליטר בנזין
1578,1499 ליטר דיזל
1579,1998 ליטר בנזין
1580,1332 ליטר בנזין
1581,999 ליטר בנזין
1582,1197 ליטר בנזין
1583,1591 ליטר בנזין
1584,1364 ליטר בנזין
1585,חשמלי
1586,1490 ליטר בנזין
1587,1598 ליטר בנזין
1588,6424 ליטר בנזין
1589,1999 ליטר בנזין
1590,1197 ליטר בנזין
1591,1580 ליטר בנזין
1592,1798 ליטר בנזין
1593,1969 ליטר בנזין
1594,1399 ליטר בנזין
1595,1499 ליטר בנזין
1596,998 ליטר בנזין
1597,1998 ליטר בנזין
1598,1997 ליטר בנזין
1599,1998 ליטר בנזין
1600,1197 ליטר בנזין
1601,1984 ליטר בנזין
1602,2442 ליטר דיזל
1603,1998 ליטר בנזין
1604,1199 ליטר בנזין
1605,1395 ליטר בנזין
1606,1149 ליטר בנזין
1607,1591 ליטר בנזין
1608,898 ליטר בנזין
1609,1490 ליטר בנזין
1610,1798 ליטר בנזין
1611,1248 ליטר בנזין
1612,1498 ליטר בנזין
1613,1490 ליטר בנזין
1614,1984 ליטר בנזין
1615,999 ליטר בנזין
1616,חשמלי
1617,1498 ליטר בנזין
1618,1984 ליטר בנזין
1619,998 ליטר בנזין
1620,1395 ליטר בנזין
1621,1498 ליטר בנזין
1622,1248 ליטר בנזין
1623,1999 ליטר בנזין
1624,1193 ליטר בנזין
1625,1998 ליטר בנזין
1626,1498 ליטר בנזין
1627,1498 ליטר בנזין
1628,1598 ליטר בנזין
1629,1798 ליטר בנזין
1630,999 ליטר בנזין
1631,1580 ליטר בנזין
1632,1498 ליטר בנזין
1633,1353 ליטר בנזין
1634,1248 ליטר בנזין
1635,3649 ליטר בנזין
1636,חשמלי
1637,1197 ליטר בנזין
1638,1197 ליטר בנזין
1639,1596 ליטר בנזין
1640,1499 ליטר דיזל
1641,1368 ליטר בנזין
1642,1248 ליטר בנזין
1643,1199 ליטר בנזין
1644,999 ליטר בנזין
1645,1969 ליטר בנזין
1646,1496 ליטר בנזין
1647,1999 ליטר בנזין
1648,1598 ליטר בנזין
1649,1199 ליטר בנזין
1650,1798 ליטר בנזין
1651,998 ליטר בנזין
1652,2499 ליטר דיזל
1653,1598 ליטר דיזל
1654,6424 ליטר בנזין
1655,1193 ליטר בנזין
1656,1991 ליטר בנזין
1657,1332 ליטר בנזין
1658,1591 ליטר בנזין
1659,1998 ליטר חשמל/בנזין
1660,1199 ליטר בנזין
1661,1798 ליטר בנזין
1662,1984 ליטר בנזין
1663,1998 ליטר בנזין
1664,1364 ליטר בנזין
1665,1999 ליטר בנזין
1666,2378 ליטר בנזין
1667,1998 ליטר בנזין
1668,1998 ליטר בנזין
1669,1999 ליטר בנזין
1670,1598 ליטר בנזין
1671,1591 ליטר בנזין
1672,1995 ליטר בנזין
1673,1368 ליטר בנזין
1674,1997 ליטר דיזל
1675,1248 ליטר בנזין
1676,חשמלי
1677,1991 ליטר בנזין
1678,1998 ליטר חשמל/בנזין
1679,1591 ליטר בנזין
1680,2488 ליטר בנזין
1681,1995 ליטר בנזין
1682,1596 ליטר בנזין
1683,1248 ליטר בנזין
1684,1998 ליטר בנזין
1685,1998 ליטר בנזין
1686,1984 ליטר בנזין
1687,1496 ליטר בנזין
1688,1997 ליטר דיזל
1689,1999 ליטר בנזין
1690,1998 ליטר בנזין
1691,1490 ליטר בנזין
1692,1199 ליטר בנזין
1693,1600 ליטר בנזין
1694,1999 ליטר בנזין
1695,1197 ליטר בנזין
1696,1248 ליטר בנזין
1697,1999 ליטר בנזין
1698,1341 ליטר בנזין
1699,1399 ליטר בנזין
1700,1798 ליטר בנזין
1701,2488 ליטר בנזין
1702,1590 ליטר בנזין
1703,1999 ליטר בנזין
1704,1197 ליטר בנזין
1705,1499 ליטר דיזל
1706,1580 ליטר בנזין
1707,1586 ליטר בנזין
1708,1995 ליטר דיזל
1709,1998 ליטר בנזין
1710,1498 ליטר בנזין
1711,1197 ליטר בנזין
1712,1560 ליטר דיזל
1713,1998 ליטר בנזין
1714,1399 ליטר בנזין
1715,2755 ליטר דיזל
1716,1197 ליטר בנזין
1717,1197 ליטר בנזין
1718,3200 ליטר דיזל
1719,1998 ליטר בנזין
1720,1498 ליטר בנזין
1721,1395 ליטר בנזין
1722,1248 ליטר בנזין
1723,1798 ליטר בנזין
1724,1580 ליטר בנזין
1725,2261 ליטר בנזין
1726,1591 ליטר בנזין
1727,1998 ליטר בנזין
1728,1197 ליטר בנזין
1729,1461 ליטר דיזל
1730,1477 ליטר חשמל/בנזין
1731,1498 ליטר בנזין
1732,2755 ליטר דיזל
1733,1496 ליטר בנזין
1734,1987 ליטר בנזין
1735,1399 ליטר בנזין
1736,1591 ליטר בנזין
1737,1998 ליטר חשמל/בנזין
1738,1999 ליטר בנזין
1739,1193 ליטר בנזין
1740,2993 ליטר בנזין
1741,חשמלי
1742,1999 ליטר בנזין
1743,1598 ליטר בנזין
1744,1199 ליטר בנזין
1745,998 ליטר בנזין
1746,1580 ליטר בנזין
1747,1248 ליטר בנזין
1748,1798 ליטר בנזין
1749,1368 ליטר בנזין
1750,1999 ליטר בנזין
1751,1490 ליטר בנזין
1752,2157 ליטר דיזל
1753,3604 ליטר בנזין
1754,1598 ליטר בנזין
1755,1560 ליטר דיזל
1756,2498 ליטר בנזין
1757,1798 ליטר בנזין
1758,1984 ליטר בנזין
1759,1998 ליטר בנזין
1760,1497 ליטר בנזין
1761,998 ליטר בנזין
1762,2487 ליטר חשמל/בנזין
1763,1248 ליטר דיזל
1764,1999 ליטר בנזין
1765,1591 ליטר בנזין
1766,1395 ליטר בנזין
1767,1477 ליטר בנזין
1768,1496 ליטר בנזין
1769,1999 ליטר בנזין
1770,1598 ליטר בנזין
1771,998 ליטר בנזין
1772,1598 ליטר דיזל
1773,1998 ליטר בנזין
1774,1560 ליטר דיזל
1775,1461 ליטר דיזל
1776,1580 ליטר בנזין
1777,1580 ליטר בנזין
1778,2199 ליטר דיזל
1779,1596 ליטר בנזין
1780,1999 ליטר בנזין
1781,1499 ליטר דיזל
1782,1999 ליטר דיזל
1783,1598 ליטר בנזין
1784,1193 ליטר בנזין
1785,חשמלי
1786,1199 ליטר בנזין
1787,1995 ליטר בנזין
1788,998 ליטר בנזין
1789,1598 ליטר בנזין
1790,1197 ליטר בנזין
1791,1341 ליטר בנזין
1792,1998 ליטר בנזין
1793,1999 ליטר בנזין
1794,1498 ליטר בנזין
1795,1999 ליטר בנזין
1796,1998 ליטר בנזין
1797,1798 ליטר בנזין
1798,1197 ליטר בנזין
1799,2995 ליטר בנזין
1800,1499 ליטר דיזל
1801,3497 ליטר בנזין
1802,1193 ליטר בנזין
1803,1591 ליטר בנזין
1804,1395 ליטר בנזין
1805,1999 ליטר בנזין
1806,1461 ליטר דיזל
1807,1395 ליטר בנזין
1808,2494 ליטר בנזין
1809,2967 ליטר דיזל
1810,3604 ליטר בנזין
1811,1193 ליטר בנזין
1812,1591 ליטר בנזין
1813,1580 ליטר בנזין
1814,1798 ליטר בנזין
1815,1368 ליטר בנזין
1816,1248 ליטר בנזין
1817,1984 ליטר בנזין
1818,1580 ליטר בנזין
1819,2487 ליטר בנזין
1820,1499 ליטר בנזין
1821,3604 ליטר בנזין
1822,1969 ליטר בנזין
1823,1998 ליטר בנזין
1824,1248 ליטר בנזין
1825,1395 ליטר בנזין
1826,1395 ליטר בנזין
1827,1591 ליטר בנזין
1828,1580 ליטר בנזין
1829,1798 ליטר בנזין
1830,1499 ליטר בנזין
1831,1798 ליטר בנזין
1832,1248 ליטר בנזין
1833,1197 ליטר בנזין
1834,2755 ליטר דיזל
1835,1461 ליטר דיזל
1836,1364 ליטר בנזין
1837,2993 ליטר דיזל
1838,1197 ליטר בנזין
1839,1999 ליטר בנזין
1840,חשמלי
1841,1598 ליטר בנזין
1842,1999 ליטר בנזין
1843,3982 ליטר בנזין
1844,חשמלי
1845,6162 ליטר בנזין
1846,1332 ליטר בנזין
1847,1591 ליטר בנזין
1848,1598 ליטר בנזין
1849,1396 ליטר בנזין
1850,1499 ליטר בנזין
1851,999 ליטר בנזין
1852,1999 ליטר בנזין
1853,1991 ליטר בנזין
1854,1998 ליטר בנזין
1855,1197 ליטר בנזין
1856,1461 ליטר דיזל
1857,1798 ליטר בנזין
1858,1999 ליטר בנזין
1859,1353 ליטר בנזין
1860,3239 ליטר בנזין
1861,1199 ליטר בנזין
1862,1498 ליטר בנזין
1863,1490 ליטר בנזין
1864,2982 ליטר דיזל
1865,1339 ליטר בנזין
1866,1396 ליטר בנזין
1867,1586 ליטר בנזין
1868,1591 ליטר בנזין
1869,1580 ליטר בנזין
1870,1591 ליטר בנזין
1871,1498 ליטר בנזין
1872,1598 ליטר דיזל
1873,1199 ליטר בנזין
1874,1318 ליטר בנזין
1875,1600 ליטר בנזין
1876,3564 ליטר בנזין
1877,1591 ליטר בנזין
1878,1998 ליטר בנזין
1879,1998 ליטר בנזין
1880,1580 ליטר בנזין
1881,1598 ליטר בנזין
1882,1591 ליטר בנזין
1883,2998 ליטר חשמל/בנזין
1884,2199 ליטר דיזל
1885,1598 ליטר דיזל
1886,1984 ליטר בנזין
1887,1595 ליטר בנזין
1888,1998 ליטר בנזין
1889,1999 ליטר בנזין
1890,1332 ליטר בנזין
1891,1580 ליטר חשמל/בנזין
1892,998 ליטר בנזין
1893,1598 ליטר בנזין
1894,1591 ליטר בנזין
1895,1373 ליטר בנזין
1896,2261 ליטר בנזין
1897,1995 ליטר בנזין
